human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
PRLR	5	protein	intracellular, transmembrane, plasma_membrane, receptor, type1_ig_like_cytokine, secreted, cell_surface, ligand, cytokine, ig_like, plasma_membrane_transmembrane, extracellular, hormone_receptor, transmembrane_phobius, cytokine_type_1, transmembrane_predicted, cytokiner, growth_factor, type1, transmembrane_tmhmm, cell_adhesion, ig, adhesion, transmembrane_sosui, prolactin	intracellular, transmembrane, plasma_membrane, receptor, secreted, cell_surface, ligand, plasma_membrane_transmembrane, extracellular, transmembrane_predicted, cell_adhesion, adhesion	19	TRUE	OmniPath, Ramilowski_location, Cellinker, Guide2Pharma, Almen2009, ICELLNET, UniProt, Surfaceome, CellPhoneDB, LOCATE, TopDB, talklr, connectomeDB2020, CellCellInteractions, iTALK, ComPPI, Ramilowski2015, CellChatDB, Membranome, GO_Intercell, HPMR, LRdb, scConnect, CellTalkDB, DGIdb, CellCall, Phobius, SignaLink_function	FALSE	NA
PRM2	16	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
PRM3	16	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	FALSE	NA
PRMT1	19	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, ComPPI, scConnect, LOCATE, OmniPath, GO_Intercell	FALSE	NA
PRMT2	21	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, OmniPath, ComPPI, LOCATE, UniProt, scConnect	FALSE	NA
PRMT3	11	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI, scConnect	FALSE	NA
PRMT5	14	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, scConnect, UniProt, LOCATE, GO_Intercell, ComPPI	TRUE	CollecTRI;IntAct_CollecTRI
PRMT6	1	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, UniProt, ComPPI, OmniPath, LOCATE, GO_Intercell	FALSE	NA
PRMT7	16	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, scConnect, ComPPI, GO_Intercell, UniProt	FALSE	NA
PRMT8	12	protein	intracellular, plasma_membrane, receptor	intracellular, plasma_membrane, receptor	2	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt, scConnect	FALSE	NA
PRMT9	4	protein	intracellular, receptor	intracellular, receptor	3	FALSE	GO_Intercell, scConnect, OmniPath, ComPPI, UniProt	FALSE	NA
PRND	20	protein	intracellular, cell_surface, ligand, cell_surface_ligand, transmembrane, adhesion, transmembrane_tmhmm, cell_adhesion, secreted, plasma_membrane, transmembrane_sosui, transmembrane_predicted	intracellular, cell_surface, ligand, cell_surface_ligand, transmembrane, adhesion, transmembrane_predicted, cell_adhesion, secreted, plasma_membrane	6	TRUE	OmniPath, CellTalkDB, Baccin2019, Surfaceome, ComPPI, Almen2009, Cellinker, connectomeDB2020, UniProt, Ramilowski_location, Ramilowski2015, talklr, LRdb, iTALK	FALSE	NA
PRNP	20	protein	transmembrane, adhesion, intracellular, peripheral, cell_surface, transmembrane_predicted, plasma_membrane, receptor, extracellular, plasma_membrane_transmembrane, cell_adhesion, transmembrane_sosui, plasma_membrane_peripheral	transmembrane_predicted, adhesion, intracellular, transmembrane, peripheral, cell_surface, plasma_membrane, receptor, extracellular, plasma_membrane_transmembrane, cell_adhesion, plasma_membrane_peripheral	4	TRUE	Phobius, OmniPath, UniProt, GO_Intercell, Ramilowski_location, Cellinker, Almen2009, ComPPI, Surfaceome, CSPA	FALSE	NA
PROB1	5	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
PROCA1	17	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
PROCR	20	protein	plasma_membrane_transmembrane, cell_adhesion, cell_surface, transferrin, receptor, intracellular, transmembrane, extracellular, other_receptor_family, plasma_membrane, chemokine, adhesion	plasma_membrane_transmembrane, cell_adhesion, cell_surface, receptor, intracellular, transmembrane_predicted, transmembrane, extracellular, plasma_membrane, adhesion	12	TRUE	CSPA, OmniPath, connectomeDB2020, HPMR, EMBRACE, Membranome, Phobius, UniProt, Ramilowski_location, talklr, CellTalkDB, TopDB, Ramilowski2015, Cellinker, GO_Intercell, LRdb, iTALK, CellCellInteractions, ComPPI, LOCATE, Baccin2019, Surfaceome	FALSE	NA
PRODH	22	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, UniProt	FALSE	NA
PRODH2	19	protein	transmembrane, intracellular	transmembrane, intracellular	1	TRUE	LOCATE, OmniPath, GO_Intercell	FALSE	NA
PROK1	1	protein	ligand, intracellular, extracellular, growthfactor, growth_factor, secreted	ligand, intracellular, extracellular, secreted	16	FALSE	CellPhoneDB, GO_Intercell, HPMR, OmniPath, DGIdb, Guide2Pharma, connectomeDB2020, CellTalkDB, UniProt, Cellinker, CellChatDB, LRdb, Baccin2019, iTALK, Ramilowski2015, talklr, EMBRACE, scConnect, HPA_secretome	FALSE	NA
PROK2	3	protein	ligand, secreted	ligand, secreted	13	FALSE	CellTalkDB, EMBRACE, CellChatDB, Guide2Pharma, OmniPath, Baccin2019, CellPhoneDB, UniProt, LRdb, Ramilowski2015, iTALK, Cellinker, connectomeDB2020, HPA_secretome, scConnect, talklr	FALSE	NA
PROKR2	20	protein	neuropeptidey_tachykinin_orexin_pancreatic_peptide_7tm_a, receptor, plasma_membrane, class_a_rhodopsin_protein, class_a_rhodopsin_protein_prokineticin, cell_surface, transmembrane, gpcr, extracellular, class_a_rhodopsin, growth_factor, plasma_membrane_transmembrane, prokineticin, rhodopsin, seven_transmembrane_7tm, 7tm_a	receptor, plasma_membrane, cell_surface, transmembrane, extracellular, plasma_membrane_transmembrane, transmembrane_predicted	18	TRUE	HPMR, CellCellInteractions, Cellinker, connectomeDB2020, GPCRdb, iTALK, UniProt, GO_Intercell, Almen2009, OmniPath, LRdb, CellChatDB, Baccin2019, scConnect, CellTalkDB, Ramilowski_location, HGNC, Ramilowski2015, Surfaceome, CellPhoneDB, talklr, DGIdb, Guide2Pharma, EMBRACE, Phobius	FALSE	NA
PROM1	4	protein	intracellular, transmembrane, cell_surface, apical_cell_membrane, plasma_membrane_transmembrane, plasma_membrane	intracellular, transmembrane, cell_surface, plasma_membrane, plasma_membrane_transmembrane, transmembrane_predicted	5	TRUE	UniProt, LOCATE, OmniPath, Surfaceome, Ramilowski_location, Phobius, CSPA, GO_Intercell	FALSE	NA
PROM2	2	protein	transmembrane, plasma_membrane, intracellular, plasma_membrane_transmembrane, basolateral_cell_membrane, apical_cell_membrane, cell_surface	transmembrane_predicted, plasma_membrane, intracellular, plasma_membrane_transmembrane, transmembrane, cell_surface	6	TRUE	Phobius, OmniPath, GO_Intercell, Ramilowski_location, UniProt, LOCATE, Surfaceome, CSPA, ComPPI	FALSE	NA
PROP1	5	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA
PRORP	14	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
PROS1	3	protein	intracellular, secreted, extracellular	intracellular, secreted, extracellular	6	FALSE	GO_Intercell, Baccin2019, UniProt, OmniPath, Cellinker, HPA_secretome, LOCATE, ComPPI, connectomeDB2020	FALSE	NA
PROSER1	13	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
PROSER2	10	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PROSER3	19	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
PROX1	1	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI	TRUE	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;DoRothEA;IntAct_CollecTRI;IntAct_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA;NTNU.Curated_CollecTRI;ReMap_DoRothEA;CytReg_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;JASPAR_DoRothEA
PROX2	14	protein	intracellular	intracellular	2	FALSE	GO_Intercell, UniProt, OmniPath	FALSE	NA
PROZ	13	protein	intracellular, secreted, extracellular	intracellular, secreted, extracellular	3	FALSE	GO_Intercell, HPA_secretome, LOCATE, OmniPath, UniProt	FALSE	NA
PRPF18	10	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, LOCATE, UniProt	FALSE	NA
PRPF19	11	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, LOCATE, GO_Intercell	FALSE	NA
PRPF3	1	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, UniProt, OmniPath, ComPPI	FALSE	NA
PRPF31	19	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
PRPF38A	1	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
PRPF38B	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
PRPF39	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
PRPF4	9	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
PRPF40A	2	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, LOCATE, GO_Intercell, ComPPI	FALSE	NA
PRPF40B	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, UniProt	FALSE	NA
PRPF4B	6	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, UniProt, LOCATE, ComPPI, GO_Intercell, scConnect	FALSE	NA
PRPF6	20	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
PRPF8	17	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, UniProt, ComPPI, LOCATE	FALSE	NA
PRPH	12	protein	extracellular, plasma_membrane_transmembrane, intracellular, tetraspanins, receptor, tm4sf5, ecm	extracellular, plasma_membrane_transmembrane, intracellular, receptor, ecm	3	TRUE	OmniPath, HPMR, GO_Intercell, UniProt, ComPPI	FALSE	NA
PRPH2	6	protein	cell_surface, receptor, cell_adhesion, intracellular, transmembrane, extracellular, adhesion, plasma_membrane_transmembrane, icam, tetraspanins, tm4sf5	cell_surface, receptor, cell_adhesion, intracellular, transmembrane, extracellular, adhesion, plasma_membrane_transmembrane, transmembrane_predicted	4	TRUE	Surfaceome, OmniPath, Ramilowski_location, UniProt, HPMR, Zhong2015, Phobius, ComPPI	FALSE	NA
PRPS1	X	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
PRPS1L1	7	protein	intracellular	intracellular	2	FALSE	ComPPI, GO_Intercell, OmniPath	FALSE	NA
PRPS2	X	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
PRPSAP1	17	protein	intracellular	intracellular	2	FALSE	ComPPI, LOCATE, OmniPath, GO_Intercell	FALSE	NA
PRPSAP2	17	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	FALSE	NA
PRR11	17	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
PRR12	19	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
PRR14	16	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath	FALSE	NA
PRR14L	22	protein	transmembrane, intracellular	transmembrane, intracellular	1	TRUE	Ramilowski_location, ComPPI, OmniPath	FALSE	NA
PRR15	7	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRR16	5	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRR19	19	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
PRR22	19	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
PRR23B	3	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRR27	4	protein	secreted	secreted	3	FALSE	OmniPath, UniProt, HPA_secretome	FALSE	NA
PRR3	6	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRR30	2	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRR32	X	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
PRR35	16	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRR36	19	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRR5	22	protein	intracellular	intracellular	2	FALSE	OmniPath, ComPPI, GO_Intercell	FALSE	NA
PRR5-ARHGAP8	22	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	FALSE	NA
PRR5L	11	protein	intracellular	intracellular	2	FALSE	GO_Intercell, OmniPath, ComPPI	FALSE	NA
PRR7	5	protein	plasma_membrane_transmembrane, intracellular, plasma_membrane, transmembrane, transmembrane_tmhmm, transmembrane_sosui, transmembrane_predicted, transmembrane_phobius	plasma_membrane_transmembrane, intracellular, plasma_membrane, transmembrane, transmembrane_predicted	5	TRUE	Membranome, UniProt, OmniPath, Ramilowski_location, Almen2009, GO_Intercell, Phobius, ComPPI	FALSE	NA
PRRC1	5	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
PRRC2A	6	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI, LOCATE	FALSE	NA
PRRC2B	9	protein	intracellular	intracellular	1	FALSE	OmniPath, ComPPI	FALSE	NA
PRRC2C	1	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
PRRG1	X	protein	transmembrane_phobius, transmembrane, intracellular, transmembrane_tmhmm, transmembrane_predicted, transmembrane_sosui, plasma_membrane_transmembrane	transmembrane_predicted, transmembrane, intracellular, plasma_membrane_transmembrane	5	TRUE	Almen2009, UniProt, OmniPath, Phobius, Ramilowski_location, ComPPI, Membranome	FALSE	NA
PRRG2	19	protein	plasma_membrane_transmembrane, transmembrane, transmembrane_tmhmm, transmembrane_sosui, transmembrane_predicted, plasma_membrane, transmembrane_phobius, intracellular	plasma_membrane_transmembrane, transmembrane, transmembrane_predicted, plasma_membrane, intracellular	6	TRUE	Membranome, LOCATE, Almen2009, UniProt, OmniPath, Phobius, ComPPI, Ramilowski_location	FALSE	NA
PRRG3	X	protein	plasma_membrane_transmembrane, transmembrane, transmembrane_sosui, transmembrane_predicted, transmembrane_tmhmm, transmembrane_phobius	plasma_membrane_transmembrane, transmembrane, transmembrane_predicted	6	TRUE	Membranome, LOCATE, UniProt, Phobius, OmniPath, Almen2009, Ramilowski_location	FALSE	NA
PRRG4	11	protein	transmembrane, transmembrane_sosui, intracellular, plasma_membrane, cell_adhesion, transmembrane_phobius, plasma_membrane_transmembrane, transmembrane_tmhmm, adhesion, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular, plasma_membrane, cell_adhesion, plasma_membrane_transmembrane, adhesion	5	TRUE	OmniPath, UniProt, Phobius, Almen2009, Cellinker, Membranome, GO_Intercell, Ramilowski_location	FALSE	NA
PRRT1	6	protein	transmembrane, intracellular, plasma_membrane, peripheral	transmembrane, intracellular, plasma_membrane, transmembrane_predicted, peripheral	5	TRUE	UniProt, GO_Intercell, Phobius, OmniPath, Ramilowski_location	FALSE	NA
PRRT1B	9	protein	transmembrane	transmembrane, transmembrane_predicted	3	TRUE	UniProt, Phobius, OmniPath	FALSE	NA
PRRT2	16	protein	peripheral, plasma_membrane, transmembrane, intracellular	peripheral, plasma_membrane, transmembrane, intracellular, transmembrane_predicted	4	TRUE	UniProt, OmniPath, Ramilowski_location, GO_Intercell, Phobius, ComPPI	FALSE	NA
PRRT3	3	protein	transmembrane, intracellular, cell_surface	transmembrane, intracellular, transmembrane_predicted, cell_surface	5	TRUE	UniProt, ComPPI, OmniPath, Phobius, TopDB, Ramilowski_location, Surfaceome	FALSE	NA
PRRT4	7	protein	transmembrane, intracellular	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Phobius, UniProt, TopDB, ComPPI, OmniPath, Ramilowski_location	FALSE	NA
PRRX1	1	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI, LOCATE	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;GOA_CollecTRI;CytReg_CollecTRI
PRRX2	9	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI
PRSS1	7	protein	secreted, serine_protease, ecm_regulator, secreted_peptidase, secreted_enzyme, extracellular, receptor, ligand	secreted, secreted_peptidase, ecm_regulator, secreted_enzyme, extracellular, receptor, ligand	3	FALSE	UniProt, HGNC, Matrisome, OmniPath, scConnect, CellChatDB, HPA_secretome	FALSE	NA
PRSS12	4	protein	scavenger_receptor_cysteine_rich, serine_protease, ecm_regulator, ecm, intracellular, secreted_peptidase, secreted, extracellular, secreted_enzyme	secreted_enzyme, secreted_peptidase, ecm_regulator, ecm, intracellular, secreted, extracellular	3	FALSE	OmniPath, HGNC, Matrisome, ComPPI, UniProt, HPA_secretome, GO_Intercell, CellCellInteractions, LOCATE	FALSE	NA
PRSS16	6	protein	intracellular, secreted	intracellular, secreted	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI, HPA_secretome	FALSE	NA
PRSS2	7	protein	receptor, intracellular, serine_protease, ligand, secreted_peptidase, secreted, ecm_regulator, extracellular, secreted_enzyme	receptor, intracellular, secreted_peptidase, ligand, secreted, ecm_regulator, extracellular, secreted_enzyme	3	FALSE	scConnect, GO_Intercell, HGNC, OmniPath, CellChatDB, UniProt, HPA_secretome, Matrisome, ComPPI	FALSE	NA
PRSS21	16	protein	serine_protease, plasma_membrane, cell_surface, receptor, intracellular, cell_surface_enzyme, cell_surface_peptidase	cell_surface_peptidase, plasma_membrane, cell_surface, receptor, intracellular, cell_surface_enzyme	2	TRUE	OmniPath, UniProt, CellCellInteractions, ComPPI, GO_Intercell, Surfaceome	FALSE	NA
PRSS22	16	protein	secreted_enzyme, intracellular, serine_protease, secreted, secreted_peptidase	secreted_enzyme, intracellular, secreted_peptidase, secreted	3	FALSE	HGNC, OmniPath, UniProt, ComPPI, HPA_secretome	FALSE	NA
PRSS23	11	protein	extracellular, intracellular, secreted_peptidase, secreted_enzyme, serine_protease, secreted	extracellular, intracellular, secreted_peptidase, secreted_enzyme, secreted	3	FALSE	OmniPath, GO_Intercell, HGNC, HPA_secretome, UniProt, ComPPI	FALSE	NA
PRSS27	16	protein	serine_protease, secreted, secreted_enzyme, secreted_peptidase, extracellular	secreted_peptidase, secreted, secreted_enzyme, extracellular	3	FALSE	HGNC, UniProt, OmniPath, HPA_secretome, LOCATE	FALSE	NA
PRSS3	9	protein	secreted, secreted_peptidase, ecm_regulator, ligand, secreted_enzyme, intracellular, serine_protease, receptor, extracellular	secreted, secreted_peptidase, ecm_regulator, ligand, secreted_enzyme, intracellular, receptor, extracellular	4	FALSE	HPA_secretome, UniProt, HGNC, Matrisome, CellChatDB, OmniPath, GO_Intercell, scConnect, ComPPI	FALSE	NA
PRSS33	16	protein	intracellular, secreted_enzyme, secreted, extracellular, secreted_peptidase, serine_protease	intracellular, secreted_enzyme, secreted, extracellular, secreted_peptidase	3	FALSE	ComPPI, HGNC, LOCATE, UniProt, OmniPath, GO_Intercell, HPA_secretome	FALSE	NA
PRSS35	6	protein	secreted, secreted_peptidase, secreted_enzyme, serine_protease	secreted, secreted_peptidase, secreted_enzyme	3	FALSE	UniProt, HGNC, OmniPath, HPA_secretome	FALSE	NA
PRSS36	16	protein	secreted, ecm, secreted_peptidase, intracellular, transmembrane, secreted_enzyme, serine_protease, polyserase	secreted, ecm, secreted_peptidase, intracellular, transmembrane, secreted_enzyme	3	TRUE	OmniPath, HPA_secretome, MatrixDB, UniProt, GO_Intercell, HGNC, CellCellInteractions, Ramilowski_location	FALSE	NA
PRSS37	7	protein	serine_protease, secreted, secreted_enzyme, intracellular, secreted_peptidase, cell_surface_enzyme, cell_surface_peptidase	secreted_peptidase, secreted, secreted_enzyme, intracellular, cell_surface_peptidase, cell_surface_enzyme	3	TRUE	HGNC, HPA_secretome, OmniPath, UniProt, GO_Intercell	FALSE	NA
PRSS38	1	protein	secreted_peptidase, transmembrane, secreted_enzyme, secreted, serine_protease	secreted_peptidase, transmembrane, secreted_enzyme, secreted	3	TRUE	OmniPath, HGNC, Ramilowski_location, UniProt, HPA_secretome	FALSE	NA
PRSS41	16	protein	plasma_membrane, cell_surface_enzyme, intracellular, cell_surface, cell_surface_peptidase, serine_protease	plasma_membrane, cell_surface_enzyme, intracellular, cell_surface, cell_surface_peptidase	1	TRUE	OmniPath, GO_Intercell, UniProt, Surfaceome	FALSE	NA
PRSS45P	3	protein	transmembrane_predicted, secreted_peptidase, transmembrane, secreted_enzyme, serine_protease, transmembrane_tmhmm, transmembrane_phobius	transmembrane, secreted_peptidase, transmembrane_predicted, secreted_enzyme	3	TRUE	OmniPath, HGNC, Phobius, Almen2009	FALSE	NA
PRSS48	4	protein	secreted, secreted_peptidase, secreted_enzyme, serine_protease	secreted, secreted_peptidase, secreted_enzyme	3	FALSE	UniProt, OmniPath, HGNC, HPA_secretome	FALSE	NA
PRSS50	3	protein	intracellular, secreted	intracellular, secreted	3	FALSE	GO_Intercell, ComPPI, UniProt, HPA_secretome, OmniPath	FALSE	NA
PRSS51	8	protein	secreted	secreted	3	FALSE	UniProt, HPA_secretome, OmniPath	FALSE	NA
PRSS53	16	protein	secreted_peptidase, secreted, intracellular, secreted_enzyme, serine_protease	secreted_peptidase, secreted, intracellular, secreted_enzyme	3	FALSE	HGNC, OmniPath, HPA_secretome, UniProt, ComPPI	FALSE	NA
PRSS54	16	protein	secreted, serine_protease, secreted_peptidase, secreted_enzyme	secreted, secreted_peptidase, secreted_enzyme	3	FALSE	HPA_secretome, HGNC, UniProt, OmniPath	FALSE	NA
PRSS55	8	protein	intracellular, serine_protease, adhesion, plasma_membrane, cell_surface_enzyme, cell_adhesion, cell_surface_peptidase	intracellular, cell_surface_peptidase, adhesion, plasma_membrane, cell_surface_enzyme, cell_adhesion	2	TRUE	GO_Intercell, OmniPath, Cellinker, UniProt	FALSE	NA
PRSS56	2	protein	intracellular, secreted_peptidase, serine_protease, secreted_enzyme	intracellular, secreted_peptidase, secreted_enzyme	2	FALSE	GO_Intercell, HGNC, ComPPI, OmniPath	FALSE	NA
PRSS57	19	protein	intracellular, secreted_peptidase, secreted, secreted_enzyme, extracellular, immune_serin_protease	intracellular, secreted_peptidase, secreted, secreted_enzyme, extracellular	3	FALSE	OmniPath, UniProt, HGNC, GO_Intercell, HPA_secretome	FALSE	NA
