mouse_gene_symbol	mouse_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	database_tf
Vipr1	9	protein	cell_surface, gpcr, receptor, cell_adhesion, 7tm_b, transmembrane, plasma_membrane_transmembrane, plasma_membrane, secretin, class_b1_secretin, adhesion, class_b1_secretin_peptide, extracellular, 7tm_type_b_polypeptide_7tm_b, class_b1_secretin_peptide_vip_and_pacap, seven_transmembrane_7tm	cell_surface, receptor, cell_adhesion, transmembrane, plasma_membrane_transmembrane, plasma_membrane, transmembrane_predicted, adhesion, extracellular	17	TRUE	connectomeDB2020, GPCRdb, CellTalkDB, Cellinker, HPMR, Almen2009, OmniPath, Surfaceome, GO_Intercell, CSPA, DGIdb, CellChatDB, Phobius, talklr, Baccin2019, Ramilowski2015, CellCellInteractions, UniProt, CellPhoneDB, scConnect, EMBRACE, iTALK, LOCATE, LRdb, Ramilowski_location, Guide2Pharma	NA
Vipr2	12	protein	plasma_membrane, cell_surface, transmembrane, class_b1_secretin_peptide_vip_and_pacap, receptor, extracellular, gpcr, class_b1_secretin_peptide, plasma_membrane_transmembrane, class_b1_secretin, 7tm_b, 7tm_type_b_polypeptide_7tm_b, growth_factor, secretin, seven_transmembrane_7tm	plasma_membrane, cell_surface, transmembrane, receptor, extracellular, plasma_membrane_transmembrane, transmembrane_predicted	18	TRUE	OmniPath, connectomeDB2020, Ramilowski_location, GPCRdb, GO_Intercell, CellCall, HPMR, talklr, DGIdb, scConnect, CellChatDB, Almen2009, CellPhoneDB, iTALK, LRdb, UniProt, EMBRACE, Surfaceome, OPM, Baccin2019, Cellinker, CellTalkDB, Guide2Pharma, Phobius, CellCellInteractions, Ramilowski2015	NA
Virma	4	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell	NA
Vit	17	protein	ecm, secreted, glycoprotein	ecm, secreted	3	FALSE	OmniPath, CellCellInteractions, UniProt, MatrixDB, Matrisome, HPA_secretome	NA
Vkorc1	7	protein	transmembrane, intracellular, receptor	transmembrane, intracellular, transmembrane_predicted, receptor	6	TRUE	OmniPath, UniProt, GO_Intercell, Phobius, TopDB, LOCATE, scConnect, Ramilowski_location	NA
Vkorc1l1	5	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	5	TRUE	OmniPath, Phobius, UniProt, Ramilowski_location, GO_Intercell, LOCATE	NA
Vldlr	19	protein	receptor, ldlr, low_density_lipoprotein, transmembrane, intracellular, cell_adhesion, transmembrane_phobius, low_density_lipoprotein_ldl_receptor_and_ldl_receptor_related_proteins, cell_surface, transmembrane_tmhmm, plasma_membrane, extracellular, plasma_membrane_transmembrane, matrix_adhesion, adhesion, transmembrane_predicted	receptor, transmembrane, transmembrane_predicted, intracellular, cell_adhesion, cell_surface, plasma_membrane, extracellular, plasma_membrane_transmembrane, matrix_adhesion, adhesion	15	TRUE	Almen2009, Surfaceome, HGNC, HPMR, OmniPath, CellPhoneDB, Phobius, Cellinker, LOCATE, LRdb, UniProt, Baccin2019, iTALK, GO_Intercell, talklr, connectomeDB2020, EMBRACE, ComPPI, TopDB, CellTalkDB, CellCellInteractions, Membranome, Ramilowski2015	NA
Vma21	X	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	5	TRUE	UniProt, GO_Intercell, Ramilowski_location, Phobius, OmniPath, ComPPI, LOCATE	NA
Vmac	17	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Vmn1r1	1	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r10	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r11	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r12	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r13	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r14	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r15	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r16	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r17	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r18	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r19	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r20	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r21	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r22	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r23	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r233	17	protein	transmembrane, cell_surface, gpcr, plasma_membrane, receptor, vomeronasal, v1r	transmembrane, cell_surface, receptor, plasma_membrane, transmembrane_predicted	5	TRUE	GO_Intercell, Surfaceome, DGIdb, UniProt, OmniPath, CellCellInteractions, Ramilowski_location, Almen2009, HGNC, Phobius	NA
Vmn1r234	17	protein	transmembrane, cell_surface, gpcr, plasma_membrane, receptor, vomeronasal, v1r	transmembrane, cell_surface, receptor, plasma_membrane, transmembrane_predicted	5	TRUE	GO_Intercell, Surfaceome, DGIdb, UniProt, OmniPath, CellCellInteractions, Ramilowski_location, Almen2009, HGNC, Phobius	NA
Vmn1r235	17	protein	transmembrane, cell_surface, gpcr, plasma_membrane, receptor, vomeronasal, v1r	transmembrane, cell_surface, receptor, plasma_membrane, transmembrane_predicted	5	TRUE	GO_Intercell, Surfaceome, DGIdb, UniProt, OmniPath, CellCellInteractions, Ramilowski_location, Almen2009, HGNC, Phobius	NA
Vmn1r236	17	protein	transmembrane, cell_surface, gpcr, plasma_membrane, receptor, vomeronasal, v1r	transmembrane, cell_surface, receptor, plasma_membrane, transmembrane_predicted	5	TRUE	GO_Intercell, Surfaceome, DGIdb, UniProt, OmniPath, CellCellInteractions, Ramilowski_location, Almen2009, HGNC, Phobius	NA
Vmn1r237	17	protein	transmembrane, cell_surface, gpcr, plasma_membrane, receptor, vomeronasal, v1r	transmembrane, cell_surface, receptor, plasma_membrane, transmembrane_predicted	5	TRUE	GO_Intercell, Surfaceome, DGIdb, UniProt, OmniPath, CellCellInteractions, Ramilowski_location, Almen2009, HGNC, Phobius	NA
Vmn1r239-ps	X	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r24	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r25	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r26	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r27	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r28	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r29	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r30	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r31	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r32	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r33	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r34	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r35	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r36	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r37	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r38	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r39	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r4	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r40	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r41	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r42	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r43	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r44	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r45	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r46	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r47	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r48	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r49	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r5	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r50	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r51	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r52	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r53	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r54	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r6	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r7	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r8	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmn1r9	6	protein	plasma_membrane, transmembrane, vomeronasal, receptor, gpcr	plasma_membrane, transmembrane, receptor, transmembrane_predicted	5	TRUE	OmniPath, Almen2009, HGNC, UniProt, Ramilowski_location, CellCellInteractions, GO_Intercell, DGIdb, Phobius	NA
Vmo1	11	protein	secreted, extracellular	secreted, extracellular	3	FALSE	UniProt, HPA_secretome, OmniPath, LOCATE	NA
Vmp1	11	protein	plasma_membrane, intracellular, transmembrane	plasma_membrane, intracellular, transmembrane_predicted, transmembrane	5	TRUE	UniProt, ComPPI, OmniPath, Phobius, LOCATE, Ramilowski_location, GO_Intercell	NA
Vnn1	10	protein	receptor, peripheral, plasma_membrane_peripheral, plasma_membrane, cell_surface, extracellular, intracellular, transmembrane	receptor, peripheral, plasma_membrane_peripheral, plasma_membrane, cell_surface, extracellular, intracellular, transmembrane	2	TRUE	OmniPath, CSPA, UniProt, Ramilowski_location, GO_Intercell, Surfaceome, scConnect, TopDB	NA
Vopp1	6	protein	transmembrane, transmembrane_sosui, intracellular, transmembrane_tmhmm, transmembrane_phobius, transmembrane_predicted	transmembrane, transmembrane_predicted, intracellular	6	TRUE	UniProt, Almen2009, Ramilowski_location, ComPPI, LOCATE, Phobius, OmniPath, GO_Intercell	NA
Vpreb1	16	protein	receptor, intracellular, extracellular	receptor, intracellular, extracellular	2	FALSE	CellCellInteractions, LOCATE, OmniPath, GO_Intercell, UniProt	NA
Vpreb2	16	protein	receptor, intracellular, extracellular	receptor, intracellular, extracellular	2	FALSE	CellCellInteractions, LOCATE, OmniPath, GO_Intercell, UniProt	NA
Vpreb3	10	protein	intracellular	intracellular	1	FALSE	LOCATE, OmniPath, GO_Intercell	NA
Vps11	9	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI, LOCATE	NA
Vps13a	19	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Vps13b	15	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, Ramilowski_location, ComPPI, UniProt, GO_Intercell	NA
